,cod_transacao,cod_calendario,cod_operacoes,cod_produto,quantidade_produto,cod_cliente,cod_servico,quantidade_servico,data_criacao,data_alteracao
5493,a1cdaf0b,195,4,204,1,cb8ec133,,,2026-07-15,2026-07-15
5494,38f76336,351,1,204,4,d2c89978,,,2026-07-15,2026-07-15
5495,8aefd6b7,402,7,201,1,3973c30a,,,2026-07-15,2026-07-15
5496,080a1331,107,3,201,1,a79b76cb,,,2026-07-15,2026-07-15
5497,51aaa578,632,2,201,5,dd410d5f,,,2026-07-15,2026-07-15
5498,16039ca3,297,6,202,4,ff079788,,,2026-07-15,2026-07-15
5499,e065fd6e,69,6,204,4,0b6ae467,,,2026-07-15,2026-07-15
5500,163c5796,729,3,204,2,febfde98,,,2026-07-15,2026-07-15
5501,5d902474,629,4,205,2,3cc541a7,,,2026-07-15,2026-07-15
5502,f6ac970b,581,5,205,2,d1cd1e4d,,,2026-07-15,2026-07-15
5503,60cc90c3,205,2,203,3,ff142568,,,2026-07-15,2026-07-15
5504,9272c27d,667,4,203,5,7f1bca00,,,2026-07-15,2026-07-15
5505,958d288d,551,7,205,3,e3ec02d4,,,2026-07-15,2026-07-15
5506,1f10c185,435,2,204,5,f0924da4,,,2026-07-15,2026-07-15
5507,a6ee3534,56,4,202,4,112f9cab,,,2026-07-15,2026-07-15
5508,d2f8932b,651,4,203,2,f248f0c6,,,2026-07-15,2026-07-15
5509,ddfda2c7,585,1,204,2,ae18638f,,,2026-07-15,2026-07-15
5510,4cf8a787,641,7,202,2,32029984,,,2026-07-15,2026-07-15
5511,5f6cdd90,6,1,204,1,df92d410,,,2026-07-15,2026-07-15
5512,de13c0ed,361,3,201,5,b7effad0,,,2026-07-15,2026-07-15
5513,58c969a9,97,6,203,2,fa853203,,,2026-07-15,2026-07-15
5514,cef569cf,378,3,201,2,9ac47356,,,2026-07-15,2026-07-15
5515,3d7bda3a,435,3,204,3,d2c89978,,,2026-07-15,2026-07-15
5516,23854126,720,6,205,4,1242762d,,,2026-07-15,2026-07-15
5517,623153db,191,7,204,3,b4065ef4,,,2026-07-15,2026-07-15
5518,51c864b9,111,7,205,4,57be6156,,,2026-07-15,2026-07-15
5519,a0543ae4,590,2,201,2,822c1444,,,2026-07-15,2026-07-15
5520,9cd873ff,348,7,204,4,ede49010,,,2026-07-15,2026-07-15
5521,a3a95a77,263,7,205,2,4907af8c,,,2026-07-15,2026-07-15
5522,c4fa015c,206,5,202,4,ff142568,,,2026-07-15,2026-07-15
5523,7e5c1f4b,312,4,205,5,c4993de9,,,2026-07-15,2026-07-15
5524,fd8dc38b,47,1,204,3,41c72cdb,,,2026-07-15,2026-07-15
5525,35cfe0e3,711,2,201,2,1e4cea7e,,,2026-07-15,2026-07-15
5526,e4d2baf1,696,6,202,5,5e91ed7b,,,2026-07-15,2026-07-15
5527,15419635,43,4,201,1,38daf3c5,,,2026-07-15,2026-07-15
5528,87b8d065,277,3,205,3,c1b30594,,,2026-07-15,2026-07-15
5529,62989995,375,3,204,2,3973c30a,,,2026-07-15,2026-07-15
5530,04e8b048,34,2,204,4,d8b06558,,,2026-07-15,2026-07-15
5531,e652b5cb,455,7,204,2,ae76cc5c,,,2026-07-15,2026-07-15
5532,7d8ea23a,277,1,203,4,b4065ef4,,,2026-07-15,2026-07-15
5533,447e71ae,654,7,205,3,b244f9d6,,,2026-07-15,2026-07-15
5534,32b34587,192,6,203,2,cee867e3,,,2026-07-15,2026-07-15
5535,23843217,534,1,202,2,37166503,,,2026-07-15,2026-07-15
5536,29fb2d0d,511,5,202,4,95f70b4e,,,2026-07-15,2026-07-15
5537,2b49a07e,171,3,201,2,cee867e3,,,2026-07-15,2026-07-15
5538,9c5a41b5,264,4,201,2,1aaa9d3a,,,2026-07-15,2026-07-15
5539,2b7205f9,494,7,201,4,a8a7db6d,,,2026-07-15,2026-07-15
5540,358e77a2,195,5,204,1,96379792,,,2026-07-15,2026-07-15
5541,7bd437bd,695,5,204,1,e3ec02d4,,,2026-07-15,2026-07-15
5542,10b8b46a,77,1,204,2,6b71e7b7,,,2026-07-15,2026-07-15
5543,898381e1,604,6,203,2,895b017c,,,2026-07-15,2026-07-15
5544,7163d8be,47,6,203,5,3a1572cc,,,2026-07-15,2026-07-15
5545,74ff3d00,473,7,204,3,5a53b8e9,,,2026-07-15,2026-07-15
5546,41d7b61d,564,2,205,3,6c4f0c4c,,,2026-07-15,2026-07-15
5547,82325055,94,1,204,5,6568690c,,,2026-07-15,2026-07-15
5548,6533744f,247,3,202,5,2df31d11,,,2026-07-15,2026-07-15
5549,15f20ea8,54,3,202,3,15a65ae5,,,2026-07-15,2026-07-15
5550,34832667,547,2,205,1,dfcfee6c,,,2026-07-15,2026-07-15
5551,45a6c174,719,3,201,4,66299238,,,2026-07-15,2026-07-15
5552,b7aefb18,604,2,205,4,f18b66c1,,,2026-07-15,2026-07-15
5553,f2c89927,568,4,203,5,4960cc67,,,2026-07-15,2026-07-15
5554,a299b29d,539,1,205,1,b5297bc8,,,2026-07-15,2026-07-15
5555,41bffbbb,68,2,204,1,d2c89978,,,2026-07-15,2026-07-15
5556,f8824263,525,5,204,2,63baf574,,,2026-07-15,2026-07-15
5557,390ee361,343,2,201,4,6c4f0c4c,,,2026-07-15,2026-07-15
5558,53a104f6,471,5,203,4,860df6aa,,,2026-07-15,2026-07-15
5559,f4b26f73,499,5,203,2,c49ff99c,,,2026-07-15,2026-07-15
5560,55b18628,425,4,205,4,d88f6a7f,,,2026-07-15,2026-07-15
5561,72dc7015,106,1,201,2,4d5e252e,,,2026-07-15,2026-07-15
5562,1f88eda3,505,2,201,3,895b017c,,,2026-07-15,2026-07-15
5563,7b1c2245,519,5,201,1,a84540d1,,,2026-07-15,2026-07-15
5564,1f27052e,656,5,203,3,163d0b32,,,2026-07-15,2026-07-15
5565,ad020a89,249,7,203,3,bd5892a8,,,2026-07-15,2026-07-15
5566,053f4784,49,7,205,2,369a8438,,,2026-07-15,2026-07-15
5567,cf3c60cb,701,7,204,1,247dccf1,,,2026-07-15,2026-07-15
5568,9291ab8a,222,3,205,5,ed90a296,,,2026-07-15,2026-07-15
5569,74e21d4c,512,5,201,3,69956359,,,2026-07-15,2026-07-15
5570,218c70e7,27,1,203,1,d9c08140,,,2026-07-15,2026-07-15
5571,42fc9c2e,42,3,203,4,e9238f3f,,,2026-07-15,2026-07-15
5572,1b090086,568,5,204,4,b51ae2f1,,,2026-07-15,2026-07-15
5573,f2332fff,578,1,204,3,2dcdeda3,,,2026-07-15,2026-07-15
5574,31e7f0fa,457,6,202,5,32029984,,,2026-07-15,2026-07-15
5575,560f7aed,75,6,203,4,a0d8ebba,,,2026-07-15,2026-07-15
5576,6840a7e0,728,4,201,5,d2599bb6,,,2026-07-15,2026-07-15
5577,2e7ae208,647,7,203,4,2d45f6bd,,,2026-07-15,2026-07-15
5578,cd233781,322,4,202,5,5482a297,,,2026-07-15,2026-07-15
5579,11b0707a,358,4,205,1,465c1c13,,,2026-07-15,2026-07-15
5580,d9d2be78,141,4,205,5,7ad06864,,,2026-07-15,2026-07-15
5581,cb1ec121,526,7,202,1,3110a49a,,,2026-07-15,2026-07-15
5582,8fd499cb,33,4,202,1,86613e2d,,,2026-07-15,2026-07-15
5583,b86e5e55,640,2,205,4,cd901af9,,,2026-07-15,2026-07-15
5584,104bdae2,395,4,202,1,2d4fce37,,,2026-07-15,2026-07-15
5585,f4ca6343,198,2,203,2,14a4c03c,,,2026-07-15,2026-07-15
5586,485ae59b,311,4,203,1,66299238,,,2026-07-15,2026-07-15
5587,ea835503,347,4,202,4,2df31d11,,,2026-07-15,2026-07-15
5588,4b972cfd,34,2,202,2,bc297930,,,2026-07-15,2026-07-15
5589,b2316552,87,1,205,5,52b3375c,,,2026-07-15,2026-07-15
5590,920fdd8a,114,5,204,4,fa853203,,,2026-07-15,2026-07-15
5591,cf7001b8,619,5,202,5,a040e169,,,2026-07-15,2026-07-15
5592,8e5339f6,14,1,203,2,4943c5d9,,,2026-07-15,2026-07-15
5593,c2462575,232,7,204,1,6ef9ace3,,,2026-07-15,2026-07-15
5594,b9595079,720,5,201,5,f18b66c1,,,2026-07-15,2026-07-15
5595,424fa332,500,4,204,3,5905a3e7,,,2026-07-15,2026-07-15
5596,e04ec523,445,3,205,5,25b7eced,,,2026-07-15,2026-07-15
5597,3508aa60,521,4,203,2,ba285e29,,,2026-07-15,2026-07-15
5598,fac56603,242,2,205,4,d8edbef1,,,2026-07-15,2026-07-15
5599,01bd9924,35,2,203,4,425b1d3d,,,2026-07-15,2026-07-15
5600,86a6027b,229,4,201,1,e224a8c6,,,2026-07-15,2026-07-15
5601,9edb2882,721,6,203,1,f6ab1ed5,,,2026-07-15,2026-07-15
5602,27bf970c,42,2,204,5,dfe6e1ff,,,2026-07-15,2026-07-15
5603,b1c58287,646,2,201,1,5e3a2195,,,2026-07-15,2026-07-15
5604,80741c68,671,1,201,2,9dd48364,,,2026-07-15,2026-07-15
5605,22338858,335,1,202,5,943eab83,,,2026-07-15,2026-07-15
5606,d00520f8,124,5,203,5,0d484e5f,,,2026-07-15,2026-07-15
5607,aa838a13,3,4,201,4,e5d0ffbb,,,2026-07-15,2026-07-15
5608,89625617,48,2,203,5,fe86a413,,,2026-07-15,2026-07-15
5609,72cc5b3d,240,3,201,3,4ba49536,,,2026-07-15,2026-07-15
5610,bca68fd9,567,2,205,1,548dc0b3,,,2026-07-15,2026-07-15
5611,9f83e62a,45,7,204,1,84b47f93,,,2026-07-15,2026-07-15
5612,a08cc59e,263,5,203,5,a008a294,,,2026-07-15,2026-07-15
5613,e1571964,48,2,201,2,f0924da4,,,2026-07-15,2026-07-15
5614,d6e85f0a,74,6,201,3,346c1416,,,2026-07-15,2026-07-15
5615,8954b3d5,352,3,203,3,970e594b,,,2026-07-15,2026-07-15
5616,d76f4dc5,131,6,201,4,49fdea5f,,,2026-07-15,2026-07-15
5617,6dbc13b4,75,5,202,4,df92d410,,,2026-07-15,2026-07-15
5618,7202ce5a,134,1,203,4,c84a0390,,,2026-07-15,2026-07-15
5619,eba22c7c,493,4,202,1,f12d0983,,,2026-07-15,2026-07-15
5620,2bf02f60,283,6,203,3,77449c06,,,2026-07-15,2026-07-15
5621,41ba43be,152,2,204,5,9efecf41,,,2026-07-15,2026-07-15
5622,16e8ee28,507,2,205,4,dd410d5f,,,2026-07-15,2026-07-15
5623,6d4b33cf,662,3,202,3,3f09714a,,,2026-07-15,2026-07-15
5624,af62e6ba,233,7,203,5,3f09714a,,,2026-07-15,2026-07-15
5625,9bb47c3a,513,2,202,4,d2599bb6,,,2026-07-15,2026-07-15
5626,3c85dfb6,124,7,203,2,5f2ab070,,,2026-07-15,2026-07-15
5627,19a64b45,533,1,203,2,550393a0,,,2026-07-15,2026-07-15
5628,94d1e561,187,6,204,4,3f491b77,,,2026-07-15,2026-07-15
5629,5f29b72e,17,4,204,4,6a0cd270,,,2026-07-15,2026-07-15
5630,a1606ac2,717,3,203,1,3973c30a,,,2026-07-15,2026-07-15
5631,a30f2125,629,7,204,3,d2599bb6,,,2026-07-15,2026-07-15
5632,9254073a,601,2,203,2,97682d83,,,2026-07-15,2026-07-15
5633,e7059fb8,103,7,201,3,69b06aa6,,,2026-07-15,2026-07-15
5634,4fad3d21,19,6,202,4,112f9cab,,,2026-07-15,2026-07-15
5635,aa69d204,652,2,205,2,ce1b52ae,,,2026-07-15,2026-07-15
5636,8d57f3a9,196,5,205,4,b716556b,,,2026-07-15,2026-07-15
5637,d4f141c6,446,1,204,1,bd4a772f,,,2026-07-15,2026-07-15
5638,aecef62d,246,2,205,1,99fed753,,,2026-07-15,2026-07-15
5639,0f8db060,699,2,203,1,6568690c,,,2026-07-15,2026-07-15
5640,5d76e2b3,451,6,202,4,c4e558ad,,,2026-07-15,2026-07-15
5641,9b3b6cc0,336,3,205,5,ed4939ed,,,2026-07-15,2026-07-15
5642,50cd5c1a,207,4,201,5,5905a3e7,,,2026-07-15,2026-07-15
5643,872c2b29,30,2,204,5,7704f92c,,,2026-07-15,2026-07-15
5644,f5be558d,678,3,204,2,ff079788,,,2026-07-15,2026-07-15
5645,0b1f160d,71,4,205,1,1e6e7fcd,,,2026-07-15,2026-07-15
5646,47351e83,316,2,202,2,f971e386,,,2026-07-15,2026-07-15
5647,216b559b,126,5,204,5,8d3cc46f,,,2026-07-15,2026-07-15
5648,b8d936b3,620,7,201,3,3f09714a,,,2026-07-15,2026-07-15
5649,6bd666fe,312,6,204,1,89c3a817,,,2026-07-15,2026-07-15
5650,3055634c,179,7,204,5,b730e9e6,,,2026-07-15,2026-07-15
5651,36bd2373,282,7,204,1,a008a294,,,2026-07-15,2026-07-15
5652,741a878b,513,2,204,2,5905a3e7,,,2026-07-15,2026-07-15
5653,8e4c28dc,507,6,202,4,3d6a9dc8,,,2026-07-15,2026-07-15
5654,f1a92244,162,6,205,1,df28e3f0,,,2026-07-15,2026-07-15
5655,2c7c27d5,716,5,205,4,9dd48364,,,2026-07-15,2026-07-15
5656,2954eab0,424,3,201,2,487a1dd7,,,2026-07-15,2026-07-15
5657,e5bb2b22,105,2,204,3,195b4c1c,,,2026-07-15,2026-07-15
5658,926416b1,425,4,203,5,7ad06864,,,2026-07-15,2026-07-15
5659,bb56432b,239,3,205,3,7b868e56,,,2026-07-15,2026-07-15
5660,a952c2fa,558,2,204,4,d88f6a7f,,,2026-07-15,2026-07-15
5661,0352306d,296,3,202,3,2c760828,,,2026-07-15,2026-07-15
5662,2c39d94a,693,5,203,1,bc297930,,,2026-07-15,2026-07-15
5663,e0ff3935,236,1,202,3,b4065ef4,,,2026-07-15,2026-07-15
5664,ce118f87,651,2,201,5,3110a49a,,,2026-07-15,2026-07-15
5665,9ce3b40c,236,5,202,4,7643c1ee,,,2026-07-15,2026-07-15
5666,72203137,126,1,202,2,0968f5a7,,,2026-07-15,2026-07-15
5667,901a0130,192,7,203,5,9efecf41,,,2026-07-15,2026-07-15
5668,79a4a06f,333,4,203,3,4907af8c,,,2026-07-15,2026-07-15
5669,fedb0616,133,4,202,2,8993064a,,,2026-07-15,2026-07-15
5670,c9f27397,87,2,204,4,cee867e3,,,2026-07-15,2026-07-15
5671,9f99ae85,68,4,202,5,8a51bc70,,,2026-07-15,2026-07-15
5672,9c840f0e,46,4,201,1,dfcfee6c,,,2026-07-15,2026-07-15
5673,f242de19,87,3,205,5,f27bb490,,,2026-07-15,2026-07-15
5674,c5c97e35,358,3,201,1,895b017c,,,2026-07-15,2026-07-15
5675,e475914f,272,3,201,1,cd901af9,,,2026-07-15,2026-07-15
5676,3554f665,230,4,205,5,cd901af9,,,2026-07-15,2026-07-15
5677,e98ca3b3,584,5,205,5,5ae61d1c,,,2026-07-15,2026-07-15
5678,4cf26c97,226,1,202,4,f27a730c,,,2026-07-15,2026-07-15
5679,e1dec527,332,7,201,5,c6934f84,,,2026-07-15,2026-07-15
5680,0027a394,398,4,204,4,6f28469e,,,2026-07-15,2026-07-15
5681,de75b46e,693,6,205,2,4799194e,,,2026-07-15,2026-07-15
5682,878238b9,167,2,205,5,9efecf41,,,2026-07-15,2026-07-15
5683,1f6cb0c0,290,3,202,2,487a1dd7,,,2026-07-15,2026-07-15
5684,7b407a90,618,4,201,1,289b72c4,,,2026-07-15,2026-07-15
5685,c6df5b9d,233,4,205,4,84b47f93,,,2026-07-15,2026-07-15
5686,62282e57,349,3,202,1,b427b66b,,,2026-07-15,2026-07-15
5687,6ac0a2d1,212,1,204,5,465c1c13,,,2026-07-15,2026-07-15
5688,c0b03ec4,87,1,202,3,e0d2a5f3,,,2026-07-15,2026-07-15
5689,d5745212,548,3,202,5,72bc630e,,,2026-07-15,2026-07-15
5690,6e0d0493,254,6,204,3,febfde98,,,2026-07-15,2026-07-15
5691,844ab0c5,149,1,202,3,53648c48,,,2026-07-15,2026-07-15
5692,671c07c9,8,6,204,4,bc297930,,,2026-07-15,2026-07-15
5693,d54756ba,613,2,203,2,3973c30a,,,2026-07-15,2026-07-15
5694,fe5e538e,491,7,203,4,2c42c662,,,2026-07-15,2026-07-15
5695,5628b655,426,6,201,3,ff142568,,,2026-07-15,2026-07-15
5696,7bb10459,296,7,202,1,c7ead2cc,,,2026-07-15,2026-07-15
5697,f0837655,112,5,201,5,c49ff99c,,,2026-07-15,2026-07-15
5698,a69b83fc,213,2,205,4,aaa7dca8,,,2026-07-15,2026-07-15
5699,42c2ddf3,172,4,205,3,72b21457,,,2026-07-15,2026-07-15
5700,ad043723,586,7,205,4,641c61ac,,,2026-07-15,2026-07-15
5701,d8117ab8,49,6,201,2,13a46227,,,2026-07-15,2026-07-15
5702,702d3dcc,83,6,205,4,2c42c662,,,2026-07-15,2026-07-15
5703,755b6779,415,3,203,4,7bc42b05,,,2026-07-15,2026-07-15
5704,2eef9787,439,3,203,2,944084a9,,,2026-07-15,2026-07-15
5705,5eac2c9e,516,4,202,3,9e7dae2e,,,2026-07-15,2026-07-15
5706,73521d79,687,3,202,3,49fdea5f,,,2026-07-15,2026-07-15
5707,e76b66a9,118,3,204,4,6ee48559,,,2026-07-15,2026-07-15
5708,bb77c13d,150,1,202,2,3a0f258a,,,2026-07-15,2026-07-15
5709,fab4e972,139,5,202,2,5e4299db,,,2026-07-15,2026-07-15
5710,295a3b0c,474,6,204,5,3e66160b,,,2026-07-15,2026-07-15
5711,e8cf2ca8,481,6,201,4,036ada7f,,,2026-07-15,2026-07-15
5712,11efdaea,608,3,201,2,b115a948,,,2026-07-15,2026-07-15
5713,b6077b21,460,2,203,2,eb3c1fb7,,,2026-07-15,2026-07-15
5714,a4d3fcea,375,5,201,2,3cc541a7,,,2026-07-15,2026-07-15
5715,06fb219b,130,3,205,1,9dd48364,,,2026-07-15,2026-07-15
5716,e4508e1e,103,4,203,2,52368d16,,,2026-07-15,2026-07-15
5717,be33b994,581,7,202,3,dd410d5f,,,2026-07-15,2026-07-15
5718,1490fdaa,279,1,202,2,72b21457,,,2026-07-15,2026-07-15
5719,c8ddce09,141,4,205,5,8a51bc70,,,2026-07-15,2026-07-15
5720,dbbbb70f,207,1,202,3,a79b76cb,,,2026-07-15,2026-07-15
5721,1a9f1702,503,6,202,1,4960cc67,,,2026-07-15,2026-07-15
5722,f8a1d3e3,485,1,203,2,4aeffd09,,,2026-07-15,2026-07-15
5723,d295b747,300,1,202,1,7e22a2b5,,,2026-07-15,2026-07-15
5724,530d7d56,648,7,201,3,aefc1727,,,2026-07-15,2026-07-15
5725,2ab6d620,346,4,205,2,0a18e760,,,2026-07-15,2026-07-15
5726,7c682ff7,303,7,201,4,2e179883,,,2026-07-15,2026-07-15
5727,30d53654,115,5,203,5,3fc80484,,,2026-07-15,2026-07-15
5728,6951f0a9,17,6,202,1,50987e86,,,2026-07-15,2026-07-15
5729,eacc92e7,638,1,201,3,52368d16,,,2026-07-15,2026-07-15
5730,efd1cde2,6,2,203,1,7a5bc5c2,,,2026-07-15,2026-07-15
5731,3bee5cab,81,1,205,1,247dccf1,,,2026-07-15,2026-07-15
5732,1729c84d,678,4,205,1,195b4c1c,,,2026-07-15,2026-07-15
5733,7e5e6706,361,4,203,2,208d275a,,,2026-07-15,2026-07-15
5734,e1094e8f,503,4,204,1,e0e8c2a1,,,2026-07-15,2026-07-15
5735,6462ac24,253,5,204,2,4049e911,,,2026-07-15,2026-07-15
5736,ba01c1f0,550,6,202,3,58954ba4,,,2026-07-15,2026-07-15
5737,15864a71,583,4,201,2,69956359,,,2026-07-15,2026-07-15
5738,015f6f56,538,4,201,1,6b3185b0,,,2026-07-15,2026-07-15
5739,f3c159fa,268,4,201,2,a4e3426c,,,2026-07-15,2026-07-15
5740,c7017102,215,1,205,1,a79b76cb,,,2026-07-15,2026-07-15
5741,9eb4fda6,85,2,201,5,0b454108,,,2026-07-15,2026-07-15
5742,821c8037,114,5,205,1,ae76cc5c,,,2026-07-15,2026-07-15
5743,b2afc8f2,258,5,203,4,4c309170,,,2026-07-15,2026-07-15
5744,eef8db28,102,7,201,4,5f2ab070,,,2026-07-15,2026-07-15
5745,b0bab281,709,6,202,1,4d5e252e,,,2026-07-15,2026-07-15
5746,25942ba1,476,3,202,3,b68bef7e,,,2026-07-15,2026-07-15
5747,092efa55,435,4,202,3,ac2c30bf,,,2026-07-15,2026-07-15
5748,61b44c5f,515,4,201,1,4aeffd09,,,2026-07-15,2026-07-15
5749,98102d97,158,6,205,4,1f937553,,,2026-07-15,2026-07-15
5750,f884e2ab,357,1,204,1,dd88df46,,,2026-07-15,2026-07-15
5751,223dc65b,130,5,204,4,2e179883,,,2026-07-15,2026-07-15
5752,8a5a0e56,42,1,201,2,1aaa9d3a,,,2026-07-15,2026-07-15
5753,b2f12ea1,9,4,205,5,750687ab,,,2026-07-15,2026-07-15
5754,600a92c5,414,1,203,2,bb9d2955,,,2026-07-15,2026-07-15
5755,dc35e31a,304,4,203,1,96379792,,,2026-07-15,2026-07-15
5756,6164142e,11,7,202,2,c578c38f,,,2026-07-15,2026-07-15
5757,25d1d1bb,157,2,203,3,e0d2a5f3,,,2026-07-15,2026-07-15
5758,3fa253b9,81,3,201,2,205742d2,,,2026-07-15,2026-07-15
5759,50e87beb,710,2,203,3,4739f6d9,,,2026-07-15,2026-07-15
5760,264ca3c7,459,2,204,5,ac2c30bf,,,2026-07-15,2026-07-15
5761,c707a0c9,80,2,205,5,25b7eced,,,2026-07-15,2026-07-15
5762,5d7ff6a1,192,7,204,3,bc297930,,,2026-07-15,2026-07-15
5763,37efe6f4,530,7,204,2,860df6aa,,,2026-07-15,2026-07-15
5764,f93a2d62,480,6,202,5,6ef9ace3,,,2026-07-15,2026-07-15
5765,90a58a31,728,2,201,1,895b017c,,,2026-07-15,2026-07-15
5766,9d90f0b6,441,5,201,2,df92d410,,,2026-07-15,2026-07-15
5767,44694f93,644,1,203,4,8993064a,,,2026-07-15,2026-07-15
5768,85140fb4,167,7,205,4,7704f92c,,,2026-07-15,2026-07-15
5769,77059ac1,274,2,205,1,91a6c884,,,2026-07-15,2026-07-15
5770,1ec8ed19,259,7,202,3,2b2175cd,,,2026-07-15,2026-07-15
5771,823b34d3,115,3,205,3,ede49010,,,2026-07-15,2026-07-15
5772,222c8c2e,303,6,201,5,01974f0f,,,2026-07-15,2026-07-15
5773,ffd76bbf,158,2,201,4,b755ebae,,,2026-07-15,2026-07-15
5774,7409057a,397,3,202,5,cbcf13d1,,,2026-07-15,2026-07-15
5775,f8d7d8d7,377,5,204,5,15a65ae5,,,2026-07-15,2026-07-15
5776,3eb2e935,193,7,203,5,6ee48559,,,2026-07-15,2026-07-15
5777,77fbc473,548,7,204,2,1b14dcc9,,,2026-07-15,2026-07-15
5778,1ba4d5ac,622,6,201,3,205742d2,,,2026-07-15,2026-07-15
5779,3ae7c5be,547,7,201,4,8993064a,,,2026-07-15,2026-07-15
5780,73dc3e5e,556,4,205,5,96379792,,,2026-07-15,2026-07-15
5781,db0d996b,460,5,205,4,bde42cc1,,,2026-07-15,2026-07-15
5782,50f7bdd5,338,5,203,3,efc887b8,,,2026-07-15,2026-07-15
5783,e416278c,428,5,201,4,e5d0ffbb,,,2026-07-15,2026-07-15
5784,8b5c2969,312,3,205,5,ccde9baa,,,2026-07-15,2026-07-15
5785,9edf1223,461,1,204,1,3a0f258a,,,2026-07-15,2026-07-15
5786,bc1e5251,299,1,201,2,ddaa1bf9,,,2026-07-15,2026-07-15
5787,77e02677,71,5,202,3,e3ec02d4,,,2026-07-15,2026-07-15
5788,e5279b2a,718,5,205,3,ce1b52ae,,,2026-07-15,2026-07-15
5789,1c25fd13,134,2,201,1,750687ab,,,2026-07-15,2026-07-15
5790,92f61633,399,6,201,5,e89b35ce,,,2026-07-15,2026-07-15
5791,1964d106,729,2,204,1,852032b7,,,2026-07-15,2026-07-15
5792,0e860eca,641,5,205,1,0b6ae467,,,2026-07-15,2026-07-15
5793,7ecd8d11,392,1,202,4,5a5bf759,,,2026-07-15,2026-07-15
5794,575e3311,272,3,205,5,b5297bc8,,,2026-07-15,2026-07-15
5795,30a67e0b,23,7,202,3,2b2175cd,,,2026-07-15,2026-07-15
5796,e91a2b68,577,6,201,4,5482a297,,,2026-07-15,2026-07-15
5797,90ee713e,92,5,204,2,dfcfee6c,,,2026-07-15,2026-07-15
5798,8dd071ce,397,2,202,2,5e3a2195,,,2026-07-15,2026-07-15
5799,1a4b617e,529,4,204,2,a040e169,,,2026-07-15,2026-07-15
5800,ab9ec413,266,5,205,5,41087c74,,,2026-07-15,2026-07-15
5801,4806eb26,648,1,203,3,f6e5fc4d,,,2026-07-15,2026-07-15
5802,c08ade20,649,1,205,1,482ffe65,,,2026-07-15,2026-07-15
5803,98a775a6,123,2,201,3,cedf6f69,,,2026-07-15,2026-07-15
5804,5954814e,85,6,205,3,bed1ac6c,,,2026-07-15,2026-07-15
5805,a55953ce,600,7,201,3,5a53b8e9,,,2026-07-15,2026-07-15
5806,3446fd5f,106,5,202,5,cedf6f69,,,2026-07-15,2026-07-15
5807,e74009ca,100,4,205,3,4aeffd09,,,2026-07-15,2026-07-15
5808,e9508705,51,5,201,4,e3ec02d4,,,2026-07-15,2026-07-15
5809,fdf9242f,446,2,202,3,14a4c03c,,,2026-07-15,2026-07-15
5810,27481980,376,3,204,2,89c3a817,,,2026-07-15,2026-07-15
5811,af0d9063,340,1,205,2,92f2fd13,,,2026-07-15,2026-07-15
5812,58c8cb34,228,4,201,1,ff142568,,,2026-07-15,2026-07-15
5813,7be5c8ec,39,4,201,3,3f491b77,,,2026-07-15,2026-07-15
5814,480becbb,329,6,205,2,d2c89978,,,2026-07-15,2026-07-15
5815,9ea54811,193,3,204,4,95ec6e5b,,,2026-07-15,2026-07-15
5816,324f58b4,374,3,205,5,d9c08140,,,2026-07-15,2026-07-15
5817,ec7fe5ad,695,4,202,2,367ca016,,,2026-07-15,2026-07-15
5818,92637665,624,7,201,4,2f730975,,,2026-07-15,2026-07-15
5819,7023926d,138,1,205,5,112f9cab,,,2026-07-15,2026-07-15
5820,f28ce23b,482,6,201,2,6f28469e,,,2026-07-15,2026-07-15
5821,ce278007,98,4,201,3,3184736b,,,2026-07-15,2026-07-15
5822,5760e9a9,76,7,203,4,b730e9e6,,,2026-07-15,2026-07-15
5823,de3da85c,561,2,204,4,57221ec9,,,2026-07-15,2026-07-15
5824,a93a4c67,280,3,202,3,d8edbef1,,,2026-07-15,2026-07-15
5825,9c06229f,294,3,201,2,49fdea5f,,,2026-07-15,2026-07-15
5826,3c629f1d,312,6,201,1,c4993de9,,,2026-07-15,2026-07-15
5827,5c50e79c,635,7,203,1,4799194e,,,2026-07-15,2026-07-15
5828,5e50c0b5,459,5,203,3,cd901af9,,,2026-07-15,2026-07-15
5829,c8c25547,541,3,204,2,b716556b,,,2026-07-15,2026-07-15
5830,73ef5156,27,3,204,5,f399f8e1,,,2026-07-15,2026-07-15
5831,5a3449e2,99,3,201,1,0a18e760,,,2026-07-15,2026-07-15
5832,5d8f589e,619,5,205,3,91c9bcd7,,,2026-07-15,2026-07-15
5833,63657a2e,609,4,205,2,7704f92c,,,2026-07-15,2026-07-15
5834,f2cb1786,487,2,202,2,2df8b6f4,,,2026-07-15,2026-07-15
5835,0aa70f87,414,5,202,5,42d0014c,,,2026-07-15,2026-07-15
5836,d61bc914,543,7,201,4,bd5892a8,,,2026-07-15,2026-07-15
5837,bf461df2,562,6,203,4,43b89e78,,,2026-07-15,2026-07-15
5838,01c606bc,603,7,202,2,3f09714a,,,2026-07-15,2026-07-15
5839,f9fe55c5,547,4,202,1,750687ab,,,2026-07-15,2026-07-15
5840,e6ae5d0d,639,5,201,3,8d3cc46f,,,2026-07-15,2026-07-15
5841,c2789418,311,1,205,5,50987e86,,,2026-07-15,2026-07-15
